data_1,data_2,data_3,data_4,data_5
"<td class=""coll-1 name""><a class=""icon"" href=""/sub/movies/h_264-x264/1/"">
<i class=""flaticon-h264""></i></a><a href=""/torrent/5156315/Gasoline-Alley-2022-HDRip-XviD-AC3-EVO-TGx/"">Gasoline.Alley.2022.HDRip.XviD.AC3-EVO[TGx]</a></td>","<td class=""coll-2 seeds"">0</td>","<td class=""coll-3 leeches"">0</td>","<td class=""coll-4 size mob-uploader"">1.3 GB</td>","<td class=""coll-date"">07:26am</td>"
