name,price,sku,link
,₨210.00,,https://ziaulquran.com/shop/page/21/?add-to-cart=9293
,₨500.00,,https://ziaulquran.com/shop/page/21/?add-to-cart=10835
,₨55.00,,https://ziaulquran.com/shop/page/21/?add-to-cart=9374
,₨75.00,,https://ziaulquran.com/shop/page/21/?add-to-cart=9376
,₨65.00,,https://ziaulquran.com/shop/page/21/?add-to-cart=9380
,₨160.00,,https://ziaulquran.com/shop/page/21/?add-to-cart=10837
,₨280.00,,https://ziaulquran.com/shop/page/21/?add-to-cart=10839
,₨45.00,,https://ziaulquran.com/shop/page/21/?add-to-cart=10841
,₨750.00,,https://ziaulquran.com/shop/page/21/?add-to-cart=10842
,"₨2,830.00",,https://ziaulquran.com/shop/page/21/?add-to-cart=10843
,₨150.00,,https://ziaulquran.com/shop/page/21/?add-to-cart=10846
,₨225.00,,https://ziaulquran.com/shop/page/21/?add-to-cart=10847
,₨90.00,,https://ziaulquran.com/shop/page/21/?add-to-cart=10848
,₨150.00,,https://ziaulquran.com/shop/page/21/?add-to-cart=10849
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,"₨1,000.00",,https://ziaulquran.com/shop/page/22/?add-to-cart=8915
,"₨1,370.00",,https://ziaulquran.com/shop/page/22/?add-to-cart=8917
,"₨1,490.00",,https://ziaulquran.com/shop/page/22/?add-to-cart=8919
,"₨2,000.00",,https://ziaulquran.com/shop/page/22/?add-to-cart=8921
,"₨1,845.00",,https://ziaulquran.com/shop/page/22/?add-to-cart=8949
,₨800.00,,https://ziaulquran.com/shop/page/22/?add-to-cart=8951
,₨990.00,,https://ziaulquran.com/shop/page/22/?add-to-cart=8953
,"₨1,100.00",,https://ziaulquran.com/shop/page/22/?add-to-cart=8955
,"₨1,340.00",,https://ziaulquran.com/shop/page/22/?add-to-cart=8958
,₨540.00,,https://ziaulquran.com/shop/page/22/?add-to-cart=8969
,₨655.00,,https://ziaulquran.com/shop/page/22/?add-to-cart=8971
,₨635.00,,https://ziaulquran.com/shop/page/22/?add-to-cart=8973
,₨725.00,,https://ziaulquran.com/shop/page/22/?add-to-cart=8975
,₨480.00,,https://ziaulquran.com/shop/page/22/?add-to-cart=8988
,₨655.00,,https://ziaulquran.com/shop/page/22/?add-to-cart=8993
,₨470.00,,https://ziaulquran.com/shop/page/22/?add-to-cart=8995
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,₨635.00,,https://ziaulquran.com/shop/page/23/?add-to-cart=8997
,₨350.00,,https://ziaulquran.com/shop/page/23/?add-to-cart=10852
,₨700.00,,https://ziaulquran.com/shop/page/23/?add-to-cart=10853
,"₨1,760.00",,https://ziaulquran.com/shop/page/23/?add-to-cart=16631
,"₨1,590.00",,https://ziaulquran.com/shop/page/23/?add-to-cart=16923
,₨600.00,,https://ziaulquran.com/shop/page/23/?add-to-cart=10855
,"₨2,100.00",,https://ziaulquran.com/shop/page/23/?add-to-cart=9138
,₨600.00,,https://ziaulquran.com/shop/page/23/?add-to-cart=10856
,₨190.00,,https://ziaulquran.com/shop/page/23/?add-to-cart=10857
,₨40.00,,https://ziaulquran.com/shop/page/23/?add-to-cart=9368
,₨680.00,,https://ziaulquran.com/shop/page/23/?add-to-cart=10859
,₨925.00,,https://ziaulquran.com/shop/page/23/?add-to-cart=10860
,₨650.00,,https://ziaulquran.com/shop/page/23/?add-to-cart=10863
,₨450.00,,https://ziaulquran.com/shop/page/23/?add-to-cart=10865
,₨400.00,,https://ziaulquran.com/shop/page/23/?add-to-cart=11136
,₨250.00,,https://ziaulquran.com/shop/page/23/?add-to-cart=10866
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,₨575.00,,https://ziaulquran.com/shop/page/24/?add-to-cart=10867
,₨950.00,,https://ziaulquran.com/shop/page/24/?add-to-cart=10868
,"₨1,990.00",,https://ziaulquran.com/shop/page/24/?add-to-cart=10870
,₨750.00,,https://ziaulquran.com/shop/page/24/?add-to-cart=10872
,₨450.00,,https://ziaulquran.com/shop/page/24/?add-to-cart=10874
,₨50.00,,https://ziaulquran.com/shop/page/24/?add-to-cart=10876
,₨750.00,,https://ziaulquran.com/shop/page/24/?add-to-cart=10877
,₨770.00,,https://ziaulquran.com/shop/page/24/?add-to-cart=10879
,"₨2,750.00",,https://ziaulquran.com/shop/page/24/?add-to-cart=10881
,₨320.00,,https://ziaulquran.com/shop/page/24/?add-to-cart=10883
,₨750.00,,https://ziaulquran.com/shop/page/24/?add-to-cart=10884
,"₨9,275.00",,https://ziaulquran.com/shop/page/24/?add-to-cart=10885
,"₨7,870.00",,https://ziaulquran.com/shop/page/24/?add-to-cart=10887
,₨170.00,,https://ziaulquran.com/shop/page/24/?add-to-cart=10889
,₨190.00,,https://ziaulquran.com/shop/page/24/?add-to-cart=11129
,₨55.00,,https://ziaulquran.com/shop/page/24/?add-to-cart=10891
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,"₨1,870.00",,https://ziaulquran.com/shop/page/25/?add-to-cart=10893
,₨200.00,,https://ziaulquran.com/shop/page/25/?add-to-cart=10895
,₨930.00,,https://ziaulquran.com/shop/page/25/?add-to-cart=10897
,₨900.00,,https://ziaulquran.com/shop/page/25/?add-to-cart=10899
,"₨1,100.00",,https://ziaulquran.com/shop/page/25/?add-to-cart=10900
,₨160.00,,https://ziaulquran.com/shop/page/25/?add-to-cart=10902
,₨770.00,,https://ziaulquran.com/shop/page/25/?add-to-cart=10904
,₨340.00,,https://ziaulquran.com/shop/page/25/?add-to-cart=10906
,₨250.00,,https://ziaulquran.com/shop/page/25/?add-to-cart=10908
,₨650.00,,https://ziaulquran.com/shop/page/25/?add-to-cart=11872
,"₨1,550.00",,https://ziaulquran.com/shop/page/25/?add-to-cart=11873
,"₨1,330.00",,https://ziaulquran.com/shop/page/25/?add-to-cart=10910
,"₨2,100.00",,https://ziaulquran.com/shop/page/25/?add-to-cart=10912
,"₨15,000.00",,https://ziaulquran.com/shop/page/25/?add-to-cart=10913
,"₨1,250.00",,https://ziaulquran.com/shop/page/25/?add-to-cart=16282
,"₨1,050.00",,https://ziaulquran.com/shop/page/25/?add-to-cart=10914
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,₨200.00,,https://ziaulquran.com/shop/page/26/?add-to-cart=10915
,₨520.00,,https://ziaulquran.com/shop/page/26/?add-to-cart=11147
,₨870.00,,https://ziaulquran.com/shop/page/26/?add-to-cart=10916
,₨850.00,,https://ziaulquran.com/shop/page/26/?add-to-cart=10918
,₨430.00,,https://ziaulquran.com/shop/page/26/?add-to-cart=10920
,₨260.00,,https://ziaulquran.com/shop/page/26/?add-to-cart=10922
,₨190.00,,https://ziaulquran.com/shop/page/26/?add-to-cart=10923
,₨375.00,,https://ziaulquran.com/shop/page/26/?add-to-cart=10926
,₨720.00,,https://ziaulquran.com/shop/page/26/?add-to-cart=10928
,"₨9,000.00",,https://ziaulquran.com/shop/page/26/?add-to-cart=10929
,₨750.00,,https://ziaulquran.com/shop/page/26/?add-to-cart=10930
,"₨1,000.00",,https://ziaulquran.com/shop/page/26/?add-to-cart=10932
,"₨7,800.00",,https://ziaulquran.com/shop/page/26/?add-to-cart=10935
,₨105.00,,https://ziaulquran.com/shop/page/26/?add-to-cart=10937
,,,https://ziaulquran.com/product/sipara-set-with-bold-words-in-12-lines/
,"₨1,775.00",,https://ziaulquran.com/shop/page/26/?add-to-cart=9171
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,"₨3,000.00",,https://ziaulquran.com/shop/page/27/?add-to-cart=9173
,"₨3,950.00",,https://ziaulquran.com/shop/page/27/?add-to-cart=9176
,"₨3,725.00",,https://ziaulquran.com/shop/page/27/?add-to-cart=9179
,"₨2,325.00",,https://ziaulquran.com/shop/page/27/?add-to-cart=9181
,"₨3,000.00",,https://ziaulquran.com/shop/page/27/?add-to-cart=9189
,"₨2,450.00",,https://ziaulquran.com/shop/page/27/?add-to-cart=9194
,"₨4,500.00",,https://ziaulquran.com/shop/page/27/?add-to-cart=9198
,₨140.00,,https://ziaulquran.com/shop/page/27/?add-to-cart=9199
,"₨6,200.00",,https://ziaulquran.com/shop/page/27/?add-to-cart=10940
,"₨4,400.00",,https://ziaulquran.com/shop/page/27/?add-to-cart=10942
,"₨6,790.00",,https://ziaulquran.com/shop/page/27/?add-to-cart=10944
,"₨6,530.00",,https://ziaulquran.com/shop/page/27/?add-to-cart=10946
,₨630.00,,https://ziaulquran.com/shop/page/27/?add-to-cart=10947
,"₨5,600.00",,https://ziaulquran.com/shop/page/27/?add-to-cart=11102
,₨720.00,,https://ziaulquran.com/shop/page/27/?add-to-cart=10949
,"₨2,100.00",,https://ziaulquran.com/shop/page/27/?add-to-cart=11101
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,₨25.00,,https://ziaulquran.com/shop/page/28/?add-to-cart=9330
,₨25.00,,https://ziaulquran.com/shop/page/28/?add-to-cart=9314
,₨35.00,,https://ziaulquran.com/shop/page/28/?add-to-cart=9344
,₨25.00,,https://ziaulquran.com/shop/page/28/?add-to-cart=9323
,₨35.00,,https://ziaulquran.com/shop/page/28/?add-to-cart=9349
,₨35.00,,https://ziaulquran.com/shop/page/28/?add-to-cart=9348
,₨25.00,,https://ziaulquran.com/shop/page/28/?add-to-cart=9321
,₨40.00,,https://ziaulquran.com/shop/page/28/?add-to-cart=9310
,₨25.00,,https://ziaulquran.com/shop/page/28/?add-to-cart=9320
,₨65.00,,https://ziaulquran.com/shop/page/28/?add-to-cart=9341
,₨35.00,,https://ziaulquran.com/shop/page/28/?add-to-cart=9347
,₨32.00,,https://ziaulquran.com/shop/page/28/?add-to-cart=9337
,₨45.00,,https://ziaulquran.com/shop/page/28/?add-to-cart=9359
,₨30.00,,https://ziaulquran.com/shop/page/28/?add-to-cart=9312
,₨45.00,,https://ziaulquran.com/shop/page/28/?add-to-cart=9342
,₨25.00,,https://ziaulquran.com/shop/page/28/?add-to-cart=9326
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,₨35.00,,https://ziaulquran.com/shop/page/29/?add-to-cart=9352
,₨25.00,,https://ziaulquran.com/shop/page/29/?add-to-cart=9329
,₨25.00,,https://ziaulquran.com/shop/page/29/?add-to-cart=9328
,₨35.00,,https://ziaulquran.com/shop/page/29/?add-to-cart=9353
,₨25.00,,https://ziaulquran.com/shop/page/29/?add-to-cart=9339
,₨35.00,,https://ziaulquran.com/shop/page/29/?add-to-cart=9360
,₨25.00,,https://ziaulquran.com/shop/page/29/?add-to-cart=9318
,₨35.00,,https://ziaulquran.com/shop/page/29/?add-to-cart=9346
,₨30.00,,https://ziaulquran.com/shop/page/29/?add-to-cart=9313
,₨45.00,,https://ziaulquran.com/shop/page/29/?add-to-cart=9343
,₨25.00,,https://ziaulquran.com/shop/page/29/?add-to-cart=9325
,₨35.00,,https://ziaulquran.com/shop/page/29/?add-to-cart=9351
,₨25.00,,https://ziaulquran.com/shop/page/29/?add-to-cart=9316
,₨50.00,,https://ziaulquran.com/shop/page/29/?add-to-cart=9371
,₨35.00,,https://ziaulquran.com/shop/page/29/?add-to-cart=9345
,₨40.00,,https://ziaulquran.com/shop/page/29/?add-to-cart=9217
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,₨45.00,,https://ziaulquran.com/shop/page/30/?add-to-cart=9221
,₨30.00,,https://ziaulquran.com/shop/page/30/?add-to-cart=9226
,₨30.00,,https://ziaulquran.com/shop/page/30/?add-to-cart=9238
,₨55.00,,https://ziaulquran.com/shop/page/30/?add-to-cart=9242
,₨145.00,,https://ziaulquran.com/shop/page/30/?add-to-cart=9248
,₨60.00,,https://ziaulquran.com/shop/page/30/?add-to-cart=9251
,₨140.00,,https://ziaulquran.com/shop/page/30/?add-to-cart=9255
,₨115.00,,https://ziaulquran.com/shop/page/30/?add-to-cart=9257
,₨115.00,,https://ziaulquran.com/shop/page/30/?add-to-cart=9259
,₨32.00,,https://ziaulquran.com/shop/page/30/?add-to-cart=9332
,₨45.00,,https://ziaulquran.com/shop/page/30/?add-to-cart=9356
,₨40.00,,https://ziaulquran.com/shop/page/30/?add-to-cart=9219
,₨45.00,,https://ziaulquran.com/shop/page/30/?add-to-cart=9223
,₨60.00,,https://ziaulquran.com/shop/page/30/?add-to-cart=9253
,₨40.00,,https://ziaulquran.com/shop/page/30/?add-to-cart=9335
,₨55.00,,https://ziaulquran.com/shop/page/30/?add-to-cart=9358
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,₨25.00,,https://ziaulquran.com/shop/page/31/?add-to-cart=9324
,₨35.00,,https://ziaulquran.com/shop/page/31/?add-to-cart=9350
,₨330.00,,https://ziaulquran.com/shop/page/31/?add-to-cart=10951
,₨130.00,,https://ziaulquran.com/shop/page/31/?add-to-cart=10952
,₨790.00,,https://ziaulquran.com/shop/page/31/?add-to-cart=10954
,₨680.00,,https://ziaulquran.com/shop/page/31/?add-to-cart=10956
,₨180.00,,https://ziaulquran.com/shop/page/31/?add-to-cart=10957
,"₨1,475.00",,https://ziaulquran.com/shop/page/31/?add-to-cart=10959
,"₨1,475.00",,https://ziaulquran.com/shop/page/31/?add-to-cart=10960
,"₨1,475.00",,https://ziaulquran.com/shop/page/31/?add-to-cart=10961
,"₨1,475.00",,https://ziaulquran.com/shop/page/31/?add-to-cart=10962
,"₨1,475.00",,https://ziaulquran.com/shop/page/31/?add-to-cart=10963
,"₨1,475.00",,https://ziaulquran.com/shop/page/31/?add-to-cart=10964
,"₨1,475.00",,https://ziaulquran.com/shop/page/31/?add-to-cart=10965
,"₨1,475.00",,https://ziaulquran.com/shop/page/31/?add-to-cart=10966
,"₨1,475.00",,https://ziaulquran.com/shop/page/31/?add-to-cart=10967
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,"₨1,475.00",,https://ziaulquran.com/shop/page/32/?add-to-cart=10968
,"₨1,475.00",,https://ziaulquran.com/shop/page/32/?add-to-cart=10724
,"₨1,475.00",,https://ziaulquran.com/shop/page/32/?add-to-cart=10969
,"₨12,200.00",,https://ziaulquran.com/shop/page/32/?add-to-cart=9147
,"₨1,740.00",,https://ziaulquran.com/shop/page/32/?add-to-cart=10970
,"₨1,675.00",,https://ziaulquran.com/shop/page/32/?add-to-cart=10971
,"₨1,850.00",,https://ziaulquran.com/shop/page/32/?add-to-cart=10972
,"₨2,350.00",,https://ziaulquran.com/shop/page/32/?add-to-cart=10973
,"₨2,350.00",,https://ziaulquran.com/shop/page/32/?add-to-cart=10974
,"₨1,400.00",,https://ziaulquran.com/shop/page/32/?add-to-cart=10975
,"₨1,375.00",,https://ziaulquran.com/shop/page/32/?add-to-cart=10976
,"₨8,990.00",,https://ziaulquran.com/shop/page/32/?add-to-cart=9161
,"₨16,500.00",,https://ziaulquran.com/shop/page/32/?add-to-cart=9151
,"₨9,800.00",,https://ziaulquran.com/shop/page/32/?add-to-cart=9149
,"₨5,135.00",,https://ziaulquran.com/shop/page/32/?add-to-cart=10978
,"₨3,595.00",,https://ziaulquran.com/shop/page/32/?add-to-cart=9154
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,"₨16,000.00",,https://ziaulquran.com/shop/page/33/?add-to-cart=9148
,₨375.00,,https://ziaulquran.com/shop/page/33/?add-to-cart=10979
,"₨20,900.00",,https://ziaulquran.com/shop/page/33/?add-to-cart=10980
,₨200.00,,https://ziaulquran.com/shop/page/33/?add-to-cart=10981
,₨325.00,,https://ziaulquran.com/shop/page/33/?add-to-cart=10983
,₨250.00,,https://ziaulquran.com/shop/page/33/?add-to-cart=10986
,₨475.00,,https://ziaulquran.com/shop/page/33/?add-to-cart=10987
,₨350.00,,https://ziaulquran.com/shop/page/33/?add-to-cart=10988
,₨290.00,,https://ziaulquran.com/shop/page/33/?add-to-cart=10985
,₨90.00,,https://ziaulquran.com/shop/page/33/?add-to-cart=10989
,"₨14,000.00",,https://ziaulquran.com/shop/page/33/?add-to-cart=9164
,"₨2,000.00",,https://ziaulquran.com/shop/page/33/?add-to-cart=9155
,"₨2,000.00",,https://ziaulquran.com/shop/page/33/?add-to-cart=9157
,"₨2,000.00",,https://ziaulquran.com/shop/page/33/?add-to-cart=9158
,"₨2,000.00",,https://ziaulquran.com/shop/page/33/?add-to-cart=9159
,"₨2,000.00",,https://ziaulquran.com/shop/page/33/?add-to-cart=9160
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,₨400.00,,https://ziaulquran.com/shop/page/34/?add-to-cart=10990
,"₨7,435.00",,https://ziaulquran.com/shop/page/34/?add-to-cart=9145
,"₨1,475.00",,https://ziaulquran.com/shop/page/34/?add-to-cart=10993
,"₨1,540.00",,https://ziaulquran.com/shop/page/34/?add-to-cart=10994
,"₨1,475.00",,https://ziaulquran.com/shop/page/34/?add-to-cart=10995
,"₨1,475.00",,https://ziaulquran.com/shop/page/34/?add-to-cart=10996
,"₨1,600.00",,https://ziaulquran.com/shop/page/34/?add-to-cart=10997
,₨210.00,,https://ziaulquran.com/shop/page/34/?add-to-cart=10999
,₨730.00,,https://ziaulquran.com/shop/page/34/?add-to-cart=11001
,"₨2,140.00",,https://ziaulquran.com/shop/page/34/?add-to-cart=9163
,"₨1,000.00",,https://ziaulquran.com/shop/page/34/?add-to-cart=11002
,₨690.00,,https://ziaulquran.com/shop/page/34/?add-to-cart=9003
,₨885.00,,https://ziaulquran.com/shop/page/34/?add-to-cart=9006
,"₨1,075.00",,https://ziaulquran.com/shop/page/34/?add-to-cart=9008
,₨600.00,,https://ziaulquran.com/shop/page/34/?add-to-cart=9013
,₨630.00,,https://ziaulquran.com/shop/page/34/?add-to-cart=9015
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,"₨1,250.00",,https://ziaulquran.com/shop/page/35/?add-to-cart=9017
,₨970.00,,https://ziaulquran.com/shop/page/35/?add-to-cart=9027
,₨845.00,,https://ziaulquran.com/shop/page/35/?add-to-cart=9029
,"₨1,350.00",,https://ziaulquran.com/shop/page/35/?add-to-cart=9391
,₨400.00,,https://ziaulquran.com/shop/page/35/?add-to-cart=11004
,₨640.00,,https://ziaulquran.com/shop/page/35/?add-to-cart=11006
,₨80.00,,https://ziaulquran.com/shop/page/35/?add-to-cart=11008
,₨65.00,,https://ziaulquran.com/shop/page/35/?add-to-cart=11009
,₨280.00,,https://ziaulquran.com/shop/page/35/?add-to-cart=11010
,₨230.00,,https://ziaulquran.com/shop/page/35/?add-to-cart=11011
,₨45.00,,https://ziaulquran.com/shop/page/35/?add-to-cart=11012
,"₨1,630.00",,https://ziaulquran.com/shop/page/35/?add-to-cart=11013
,"₨1,000.00",,https://ziaulquran.com/shop/page/35/?add-to-cart=11014
,₨220.00,,https://ziaulquran.com/shop/page/35/?add-to-cart=11016
,₨140.00,,https://ziaulquran.com/shop/page/35/?add-to-cart=11021
,₨325.00,,https://ziaulquran.com/shop/page/35/?add-to-cart=11023
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,₨340.00,,https://ziaulquran.com/shop/page/36/?add-to-cart=11025
,₨430.00,,https://ziaulquran.com/shop/page/36/?add-to-cart=11027
,₨250.00,,https://ziaulquran.com/shop/page/36/?add-to-cart=11029
,₨250.00,,https://ziaulquran.com/shop/page/36/?add-to-cart=11030
,₨540.00,,https://ziaulquran.com/shop/page/36/?add-to-cart=11032
,₨500.00,,https://ziaulquran.com/shop/page/36/?add-to-cart=11034
,₨150.00,,https://ziaulquran.com/shop/page/36/?add-to-cart=11036
,"₨1,890.00",,https://ziaulquran.com/shop/page/36/?add-to-cart=9090
,₨770.00,,https://ziaulquran.com/shop/page/36/?add-to-cart=11149
,₨340.00,,https://ziaulquran.com/shop/page/36/?add-to-cart=11134
,₨65.00,,https://ziaulquran.com/shop/page/36/?add-to-cart=11159
,₨150.00,,https://ziaulquran.com/shop/page/36/?add-to-cart=11152
,"₨1,150.00",,https://ziaulquran.com/shop/page/36/?add-to-cart=11118
,"₨4,000.00",,https://ziaulquran.com/shop/page/36/?add-to-cart=11121
,₨120.00,,https://ziaulquran.com/shop/page/36/?add-to-cart=11154
,₨450.00,,https://ziaulquran.com/shop/page/36/?add-to-cart=11138
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,₨40.00,,https://ziaulquran.com/shop/page/37/?add-to-cart=11039
,₨55.00,,https://ziaulquran.com/shop/page/37/?add-to-cart=11041
,₨970.00,,https://ziaulquran.com/shop/page/37/?add-to-cart=11044
,₨190.00,,https://ziaulquran.com/shop/page/37/?add-to-cart=11046
,₨160.00,,https://ziaulquran.com/shop/page/37/?add-to-cart=11048
,₨325.00,,https://ziaulquran.com/shop/page/37/?add-to-cart=11050
,₨850.00,,https://ziaulquran.com/shop/page/37/?add-to-cart=11052
,₨130.00,,https://ziaulquran.com/shop/page/37/?add-to-cart=11055
,₨210.00,,https://ziaulquran.com/shop/page/37/?add-to-cart=11057
,₨140.00,,https://ziaulquran.com/shop/page/37/?add-to-cart=11058
,₨340.00,,https://ziaulquran.com/shop/page/37/?add-to-cart=11061
,₨75.00,,https://ziaulquran.com/shop/page/37/?add-to-cart=11064
,₨90.00,,https://ziaulquran.com/shop/page/37/?add-to-cart=9286
,₨165.00,,https://ziaulquran.com/shop/page/37/?add-to-cart=9287
,₨78.00,,https://ziaulquran.com/shop/page/37/?add-to-cart=9288
,₨450.00,,https://ziaulquran.com/shop/page/37/?add-to-cart=11066
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,₨680.00,,https://ziaulquran.com/shop/page/38/?add-to-cart=11068
,"₨4,200.00",,https://ziaulquran.com/shop/page/38/?add-to-cart=11069
,₨800.00,,https://ziaulquran.com/shop/page/38/?add-to-cart=11070
,₨350.00,,https://ziaulquran.com/shop/page/38/?add-to-cart=11073
,₨150.00,,https://ziaulquran.com/shop/page/38/?add-to-cart=11075
,"₨2,000.00",,https://ziaulquran.com/shop/page/38/?add-to-cart=11077
,"₨1,100.00",,https://ziaulquran.com/shop/page/38/?add-to-cart=11078
,₨190.00,,https://ziaulquran.com/shop/page/38/?add-to-cart=11080
,"₨1,270.00",,https://ziaulquran.com/shop/page/38/?add-to-cart=11081
,"₨1,390.00",,https://ziaulquran.com/shop/page/38/?add-to-cart=11082
,"₨15,000.00",,https://ziaulquran.com/shop/page/38/?add-to-cart=11083
,"₨1,700.00",,https://ziaulquran.com/shop/page/38/?add-to-cart=16440
,"₨1,700.00",,https://ziaulquran.com/shop/page/38/?add-to-cart=11084
,"₨2,000.00",,https://ziaulquran.com/shop/page/38/?add-to-cart=11085
,"₨2,175.00",,https://ziaulquran.com/shop/page/38/?add-to-cart=11086
,"₨2,675.00",,https://ziaulquran.com/shop/page/38/?add-to-cart=11087
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
,"₨2,880.00",,https://ziaulquran.com/shop/page/39/?add-to-cart=11088
,"₨2,125.00",,https://ziaulquran.com/shop/page/39/?add-to-cart=11089
,"₨2,000.00",,https://ziaulquran.com/shop/page/39/?add-to-cart=11090
,"₨1,320.00",,https://ziaulquran.com/shop/page/39/?add-to-cart=11092
,₨700.00,,https://ziaulquran.com/shop/page/39/?add-to-cart=11094
,"₨1,600.00",,https://ziaulquran.com/shop/page/39/?add-to-cart=11160
,,,https://ziaulquran.com/product/quran-majeed-in-15-lines-without-translation/
,,,https://ziaulquran.com/product/16919/
,,,https://ziaulquran.com/product/quran-majeed-in-12-lines/
